"trans_date","price_usd","code_size","sent_by_address","transactions","mining_profitability","sent_in_usd","transaction_fees","median_transaction_fee","confirmation_time","market_cap","transaction_value","median_transaction_value","tweets","google_trends","fee_to_reward","active_addresses","top_100_cap"
"2016-08-28","572.170",608445,247605,174337,"0.6750","567836438","0.1610","0.08940","9.474","9055294466",4268,"130.6720",17112,"8.875","2.512",354909,"18.602"
"2016-08-29","574.891",808839,296549,225133,"0.6290","744219660","0.1640","0.10100","9.664","9099453426",4373,"182.7600",22110,"8.668","3.343",449032,"18.614"
"2016-08-30","576.744",783145,339407,251838,"0.7500","744202679","0.1550","0.10400","8.780","9129861311",4186,"177.9270",18322,"8.462","3.196",471368,"18.521"
"2016-08-31","574.462",834663,309550,225226,"0.6310","795092143","0.1590","0.09090","10.746","9094908334",4545,"173.2600",17456,"8.255","3.598",447987,"18.317"
"2016-09-01","573.069",849162,316754,237326,"0.6800","753339996","0.1530","0.10300","10.286","9073809835",4314,"196.9000",18373,"9.494","3.503",426749,"18.447"
"2016-09-02","573.174",726568,306405,225703,"0.6780","673237407","0.1460","0.09300","9.412","9076480666",4046,"193.1850",20605,"8.255","2.913",433829,"18.478"
"2016-09-03","579.773",769859,275683,182078,"0.6290","632951393","0.1640","0.08700","11.429","9182082014",4161,"137.7460",16664,"8.255","3.171",407118,"18.482"
"2016-09-04","604.208",579273,260378,183065,"0.8230","468967340","0.1540","0.08250","8.045","9570024376",3823,"120.7660",16972,"9.081","2.043",380235,"18.529"
"2016-09-05","605.630",880216,314366,227543,"0.6230","805004180","0.1680","0.09580","10.286","9593904837",4556,"173.3910",23183,"8.875","3.480",465896,"18.536"
"2016-09-06","606.793",866867,320591,231982,"0.7100","738757000","0.1590","0.09510","10.588","9613392071",4183,"152.8550",35065,"8.462","3.447",461272,"18.572"
"2016-09-07","610.021",809249,328621,250657,"0.7360","727500461","0.1550","0.09570","9.474","9665570335",3898,"155.7660",23060,"9.287","3.249",476591,"18.623"
"2016-09-08","621.285",814024,314918,226862,"0.7120","753060027","0.1630","0.09320","10.000","9845222854",4450,"154.5100",19731,"10.113","3.207",432427,"18.641"
"2016-09-09","622.603",812951,306443,220392,"0.7320","836357374","0.1790","0.10800","10.141","9867233787",4972,"181.1370",19091,"9.700","3.449",428543,"18.610"
"2016-09-10","623.902",646521,281538,193165,"0.7580","619072985","0.1650","0.09360","9.290","9888919407",4768,"143.4480",18701,"9.700","2.575",404099,"18.619"
"2016-09-11","620.306",591634,268064,180227,"0.7500","600767188","0.1630","0.09300","8.780","9833125845",5178,"137.8430",16124,"8.875","2.263",398487,"18.613"
"2016-09-12","607.225",690745,301897,208486,"0.6510","746671579","0.1630","0.09110","8.834","9627004512",4865,"159.9850",18821,"9.081","2.674",459518,"18.659"
"2016-09-13","609.126",780788,326363,239721,"0.7490","793125942","0.1730","0.11000","8.727","9658397690",5059,"186.4040",20868,"9.494","3.196",473180,"18.613"
"2016-09-14","610.447",764124,314978,231644,"0.6710","730269493","0.1640","0.09160","9.231","9680588638",4996,"170.7730",20554,"8.462","3.101",432043,"18.589"
"2016-09-15","609.706",752896,316561,233334,"0.6990","630192888","0.1560","0.09650","9.351","9670033653",4083,"171.6690",21820,"9.494","3.010",427832,"18.582"
"2016-09-16","608.348",774544,290462,210989,"0.6290","865309237","0.1850","0.10800","10.360","9649673696",5477,"180.5690",20588,"9.287","3.555",428124,"18.585"
"2016-09-17","607.443",754301,308136,215366,"0.7370","514858612","0.1630","0.09520","8.834","9636372408",4156,"132.1760",17201,"8.875","2.753",455846,"18.588"
"2016-09-18","607.971",678224,270262,191458,"0.6840","540534247","0.1680","0.09620","9.931","9645981813",5159,"139.8550",13717,"8.875","2.844",360162,"18.580"
"2016-09-19","609.926",834958,308397,223407,"0.6700","676892913","0.1810","0.10900","10.827","9678108452",5660,"185.2780",13913,"8.875","3.827",425006,"18.614"
"2016-09-20","608.701",782574,327454,244164,"0.7250","941086652","0.1700","0.11000","9.536","9659683102",5739,"182.4940",26427,"8.668","3.497",468695,"18.629"
"2016-09-21","597.916",711269,321723,239050,"0.7490","779154732","0.1620","0.10500","8.675","9489661804",4666,"178.9500",18606,"10.319","3.038",459657,"18.618"
"2016-09-22","597.849",762499,310343,231086,"0.5920","969941995","0.1620","0.10600","10.213","9489834843",6015,"192.0740",18260,"8.668","3.439",431972,"18.625"
"2016-09-23","599.460",805178,310523,223051,"0.6890","851974361","0.1610","0.09580","10.588","9516455808",6051,"192.5690",19726,"9.081","3.414",422012,"18.624"
"2016-09-24","603.368",635804,290269,208484,"0.8130","614479581","0.1710","0.10900","8.675","9579533308",5874,"182.1570",17748,"8.049","2.765",424429,"18.623"
"2016-09-25","602.605",570823,286053,195457,"0.6230","770114041","0.1530","0.09040","7.784","9568668167",5731,"142.1400",17984,"8.255","2.101",399415,"18.590"
"2016-09-26","604.645",770752,335846,230616,"0.6020","1120833947","0.1590","0.09070","9.412","9602455528",5968,"149.9680",20210,"9.287","3.070",479715,"18.587"
"2016-09-27","605.886",764157,346932,240168,"0.7060","728148064","0.1590","0.09090","8.623","9623316729",4473,"147.4070",20912,"9.081","2.931",489447,"18.585"
"2016-09-28","604.801",782223,343979,234847,"0.6010","1247648373","0.1670","0.09570","9.730","9607352871",6551,"158.3910",19750,"9.081","3.383",462481,"18.587"
"2016-09-29","604.650",832733,354073,242587,"0.6390","816374887","0.1710","0.09570","10.070","9606078924",4579,"152.3110",21230,"8.462","3.695",460805,"18.724"
"2016-09-30","604.894",843274,360842,250801,"0.6780","1184226715","0.1650","0.09570","10.141","9611030240",5939,"155.1720",17676,"9.081","3.715",499898,"18.723"
"2016-10-01","611.559",711194,315474,213773,"0.6430","721976249","0.1680","0.09670","9.172","9718009195",4389,"113.6350",17285,"9.096","2.908",445128,"18.721"
"2016-10-02","610.758",718449,284203,192542,"0.5910","579365333","0.1690","0.09660","10.213","9706488940",4500,"105.2070",16869,"8.135","2.944",404625,"18.719"
"2016-10-03","610.721",864471,378058,258654,"0.7420","977805172","0.1780","0.09720","9.536","9706967613",4701,"128.0650",22770,"8.787","3.835",567947,"18.748"
"2016-10-04","609.337",823856,381942,264504,"0.6550","899836266","0.1640","0.09640","9.114","9686121659",4388,"128.9190",20191,"8.512","3.474",522537,"18.728"
"2016-10-05","610.478",788829,378204,266644,"0.6780","1023325740","0.1670","0.09910","8.623","9705473482",5268,"120.7620",19102,"8.993","3.371",508775,"18.737"
"2016-10-06","611.072",827318,396397,274325,"0.6540","1107313940","0.1730","0.09670","8.944","9716185823",5100,"110.8710",19174,"8.993","3.721",535241,"18.694"
"2016-10-07","613.763",867413,377764,266181,"0.6230","1100552857","0.1660","0.09710","10.070","9760205913",5474,"123.1550",21247,"9.061","3.877",504849,"18.688"
"2016-10-08","617.237",761159,357798,250503,"0.6800","1177819518","0.1660","0.09760","8.521","9816550851",5852,"107.8010",18265,"8.512","3.099",486564,"18.699"
"2016-10-09","616.581",682170,298718,210388,"0.6060","1480926401","0.1710","0.09750","9.000","9807427116",7902,"118.0280",17597,"8.890","2.833",445996,"18.696"
"2016-10-10","616.296",858339,310848,222872,"0.5330","1308669749","0.1880","0.11600","11.613","9804134096",7188,"156.5910",19079,"9.268","4.195",430931,"18.670"
"2016-10-11","631.621",923006,363115,263426,"0.6680","1435311807","0.1940","0.11400","10.360","10048892821",6863,"150.6140",20605,"10.469","4.444",531545,"18.701"
"2016-10-12","637.312",864463,333608,233296,"0.6720","1434435766","0.1870","0.10800","10.000","10140551273",7452,"168.9300",19254,"10.675","3.659",463491,"18.667"
"2016-10-13","635.764",911957,329110,229575,"0.6250","731122401","0.1860","0.10100","11.250","10117062700",5778,"154.6810",17289,"10.297","4.028",448239,"18.658"
"2016-10-14","636.521",858612,345118,239588,"0.6310","1110253819","0.1810","0.10100","10.588","10130119678",5366,"133.1410",17479,"9.885","3.849",463279,"18.641"
"2016-10-15","639.211",781569,313833,210306,"0.6710","1897738650","0.1900","0.10400","10.141","10174025238",10353,"120.0850",20593,"9.371","3.409",413503,"18.575"
"2016-10-16","639.793",758815,293777,197746,"0.6150","1348522139","0.1860","0.11600","11.077","10184424973",7958,"107.5000",18498,"8.923","3.422",402396,"18.568"
"2016-10-17","638.715",929590,343102,237107,"0.6280","968814765","0.1950","0.12000","11.520","10168303726",5079,"120.2690",18689,"9.817","4.433",473540,"18.573"
"2016-10-18","637.034",841766,359490,251366,"0.6870","1317774887","0.1960","0.11200","9.290","10142535762",6354,"133.4990",17940,"9.268","3.836",474941,"18.640"
"2016-10-19","632.653",807319,284815,198958,"0.5430","1052670107","0.1980","0.11400","11.520","10074001403",6157,"140.2180",20522,"8.993","3.841",425182,"18.611"
"2016-10-20","628.962",977349,389056,270246,"0.7160","1328602240","0.2080","0.12600","10.746","10016224642",5735,"115.6610",17281,"9.200","5.065",545527,"18.595"
"2016-10-21","631.236",791003,374469,265191,"0.7260","1821651461","0.1810","0.11800","8.780","10053481835",7546,"133.8600",15145,"9.061","3.581",515509,"18.571"
"2016-10-22","641.524",793790,314919,216559,"0.5660","670073577","0.1970","0.11600","9.664","10218658252",3998,"128.1730",13770,"9.165","3.456",447836,"18.544"
"2016-10-23","653.664",792254,280274,191434,"0.6780","1048223561","0.2300","0.11600","10.000","10413248467",6406,"109.5950",14832,"9.716","3.617",409201,"18.554"
"2016-10-24","650.557",886287,323256,226837,"0.6550","2184800552","0.2330","0.11800","10.070","10364916366",10712,"151.8430",18801,"9.784","4.345",531408,"18.577"
"2016-10-25","654.640",943845,340636,236891,"0.6610","1828519845","0.2740","0.13100","10.360","10431146588",8584,"151.8070",15756,"10.401","5.398",562438,"18.532"
"2016-10-26","665.070",974315,319072,223178,"0.7250","1264772009","0.3690","0.14300","10.435","10598494713",6574,"142.0530",17995,"10.846","6.693",561011,"18.564"
"2016-10-27","682.275",977543,428057,326226,"0.7870","2131075654","0.2320","0.13600","8.889","10873852215",7299,"130.2480",19247,"11.499","5.201",643112,"18.747"
"2016-10-28","685.356",816431,349817,250724,"0.6850","848933742","0.2250","0.14100","9.474","10924347446",4272,"136.9160",19798,"12.287","4.149",499703,"18.721"
"2016-10-29","705.335",772957,319869,229540,"0.7200","871797833","0.2250","0.14100","9.664","11244144286",4613,"128.0660",18463,"13.215","3.782",460352,"18.717"
"2016-10-30","704.786",626321,279725,207814,"0.7750","802744505","0.2120","0.13200","8.571","11236696231",4545,"107.6190",19812,"11.156","2.898",408766,"18.705"
"2016-10-31","698.831",810901,343489,241631,"0.6330","1040620958","0.2210","0.12600","9.796","11143227735",5218,"151.5690",23052,"11.602","3.990",515181,"18.668"
"2016-11-01","720.121",856969,343481,246506,"0.7370","1106760121","0.2300","0.12800","10.000","11484023198",5389,"158.3420",21499,"12.673","4.201",539566,"18.677"
"2016-11-02","724.827",903626,365751,268285,"0.7730","3228852258","0.2150","0.12600","10.827","11560386234",12914,"143.3580",20959,"11.646","4.567",509816,"18.710"
"2016-11-03","724.099",832530,371849,271843,"0.7640","4626841545","0.2100","0.12300","9.290","11549968500",18160,"144.7220",20253,"12.673","3.919",513862,"18.758"
"2016-11-04","698.792",956025,345334,247927,"0.6400","3837164588","0.2380","0.13700","12.414","11147657507",16600,"137.7190",18517,"11.988","5.499",474308,"18.763"
"2016-11-05","702.682",792371,337596,238068,"0.7950","3884932334","0.2180","0.12400","9.796","11210734022",17125,"104.8770",17653,"11.303","3.861",478145,"18.766"
"2016-11-06","708.671",730706,313657,225633,"0.7360","3559061340","0.2220","0.12800","9.412","11307589997",17148,"107.7920",20121,"11.646","3.573",464241,"18.772"
"2016-11-07","703.872",886636,378888,274135,"0.7050","2863038749","0.2340","0.12700","9.863","11232358091",11474,"117.1380",22734,"11.646","4.766",531494,"18.757"
"2016-11-08","705.761",866183,397130,295891,"0.7760","2205399643","0.2130","0.11400","8.521","11263790548",8338,"103.9630",22954,"11.303","4.056",583441,"18.852"
"2016-11-09","724.306",891716,368965,269948,"0.7510","1698112788","0.2250","0.12100","9.796","11561297172",7225,"127.5490",24370,"14.729","4.361",544983,"18.846"
"2016-11-10","714.235",804454,375423,271206,"0.7540","1089350023","0.2170","0.11300","8.571","11401861000",4629,"118.4420",20972,"12.331","3.773",525704,"18.831"
"2016-11-11","714.440",754730,349386,254456,"0.7050","810783233","0.2040","0.11000","8.834","11406627309",3913,"114.2240",19923,"10.961","3.449",500894,"18.809"
"2016-11-12","708.542",710320,335625,228718,"0.7410","563934215","0.2040","0.11200","8.571","11313914256",2937,"106.1400",17540,"10.961","3.045",506675,"18.805"
"2016-11-13","696.136",773316,311421,219515,"0.6460","622730749","0.1990","0.11000","10.141","11117266275",3582,"99.7800",19573,"10.618","3.413",469471,"18.806"
"2016-11-14","701.676",790145,376079,270334,"0.7760","835946349","0.2060","0.11100","8.372","11206984164",4010,"121.9580",22700,"11.303","3.565",561487,"18.780"
"2016-11-15","709.940",854329,389659,280196,"0.7160","1034687813","0.2060","0.11200","9.231","11340512720",4453,"129.4000",23129,"11.303","4.012",569386,"18.743"
"2016-11-16","721.652",791266,378650,289618,"0.7430","1174535047","0.1980","0.11200","8.421","11529005989",4870,"112.6560",23016,"12.331","3.586",548689,"18.759"
"2016-11-17","742.568",898316,383849,277301,"0.7150","963341912","0.2380","0.12600","9.057","11864743829",4290,"121.5910",22943,"13.358","4.290",550422,"18.790"
"2016-11-18","742.522",932310,382700,275777,"0.7060","891178540","0.2250","0.12300","9.730","11865482697",4319,"122.7450",22105,"13.016","4.323",549150,"18.765"
"2016-11-19","747.646",852791,352949,249618,"0.6840","710239653","0.2160","0.12300","10.141","11948746236",3347,"111.8620",20995,"11.646","3.908",524407,"18.750"
"2016-11-20","740.325",902223,343330,243463,"0.6490","718505388","0.2220","0.13200","11.250","11833058084",3574,"98.2160",17894,"11.988","4.363",517241,"18.703"
"2016-11-21","734.423",922410,393383,285654,"0.7300","962120473","0.2440","0.14700","10.360","11739893456",4022,"111.0420",22770,"11.646","5.182",548221,"18.642"
"2016-11-22","741.868",958802,396496,285501,"0.6890","1014063532","0.2640","0.15300","10.746","11860196434",4444,"111.5150",22500,"12.331","5.717",515430,"18.580"
"2016-11-23","742.446",950994,386411,276777,"0.6960","1061545675","0.2920","0.14800","9.796","11870683433",4618,"115.8170",21827,"11.646","5.600",572136,"18.720"
"2016-11-24","738.491",951631,440914,328376,"0.7750","1187915422","0.3060","0.15300","8.889","11808807066",4271,"106.6250",21061,"11.646","6.290",627191,"18.621"
"2016-11-25","734.983",942700,416766,315235,"0.6740","919676834","0.3220","0.14700","9.474","11754192628",3411,"110.1390",20433,"11.303","6.778",591485,"18.625"
"2016-11-26","734.786",944915,386876,277455,"0.6880","701778307","0.2690","0.14700","9.412","11752444101",3209,"103.0180",19734,"11.303","5.054",580075,"18.666"
"2016-11-27","732.631",821422,333810,237245,"0.6430","543179077","0.2510","0.14700","10.000","11719369482",2930,"99.8560",19864,"11.303","4.317",509057,"18.686"
"2016-11-28","732.658",909028,416237,298366,"0.7410","849370431","0.2690","0.14700","8.780","11721119460",3714,"121.1200",22289,"10.961","5.077",619715,"18.687"
"2016-11-29","732.374",906094,400441,289501,"0.6700","869780745","0.2560","0.14600","9.664","11718082227",3606,"120.0630",21602,"13.016","5.149",569254,"18.722"
"2016-11-30","737.759",912165,408621,292512,"0.6710","858133422","0.2510","0.14800","10.141","11805614214",3442,"116.0860",21457,"11.988","5.314",544081,"18.720"
"2016-12-01","747.590",899426,339377,239536,"0.6660","919443425","0.3210","0.15100","9.863","11964261805",4717,"118.9930",21117,"11.988","5.331",542441,"18.681"
"2016-12-02","767.657",976486,463630,315335,"0.7470","1202528651","0.2940","0.15800","10.070","12286801264",4340,"119.4870",20335,"12.673","6.323",629587,"18.639"
"2016-12-03","764.483",880779,405280,287816,"0.7570","706887564","0.2690","0.15300","8.372","12237377113",3275,"107.4600",16186,"11.303","4.495",612406,"18.597"
"2016-12-04","764.011",856916,343309,245502,"0.6330","580396311","0.2880","0.15300","9.730","12231463638",2846,"105.0560",16345,"10.961","4.771",575641,"18.600"
"2016-12-05","754.931",882605,404382,277849,"0.7030","1119600647","0.2880","0.15400","9.474","12087489429",4671,"127.2930",18558,"11.988","5.293",604251,"18.583"
"2016-12-06","755.702",962678,444845,319612,"0.7350","1072859138","0.2820","0.15600","9.600","12101265178",3900,"120.7610",20236,"11.646","5.993",671328,"18.591"
"2016-12-07","760.565",884110,432026,310580,"0.7420","981214929","0.2630","0.15200","8.276","12180569813",3795,"121.6430",21592,"11.988","4.716",643398,"18.603"
"2016-12-08","766.652",850095,393875,282554,"0.6520","905132564","0.2610","0.15300","9.172","12279720212",3862,"129.3900",21302,"11.646","4.677",578224,"18.582"
"2016-12-09","768.494",930241,380030,268680,"0.6720","944138969","0.2750","0.15400","10.667","12310726012",4360,"125.7990",19749,"10.961","5.401",539503,"18.589"
"2016-12-10","771.991",898399,354257,250109,"0.7080","732875651","0.2680","0.15400","10.909","12368057857",3609,"109.6340",18331,"10.618","5.003",488574,"18.560"
"2016-12-11","767.304",683957,328201,229746,"0.8010","634088813","0.2560","0.14400","7.701","12294224569",3547,"99.7190",16070,"10.961","3.179",495466,"18.553"
"2016-12-12","774.371",805932,379861,268506,"0.6470","991127795","0.2690","0.14700","9.231","12409263874",4876,"127.8610",18775,"11.646","4.561",532703,"18.524"
