"trans_date","price_usd","code_size","sent_by_address","transactions","mining_profitability","sent_in_usd","transaction_fees","median_transaction_fee","confirmation_time","market_cap","transaction_value","median_transaction_value","tweets","google_trends","fee_to_reward","active_addresses","top_100_cap"
"2016-03-09","411.941",744044,274045,190220,"1.3420","776634802","0.1180","0.04130","8.571","6295032797",4464,"125.5360",28142,"7.934","1.286",457651,"19.639"
"2016-03-10","413.802",676904,276461,188571,"1.2940","895122488","0.0901","0.04150","9.290","6325197065",5453,"112.2580",30719,"7.806","1.050",385798,"19.530"
"2016-03-11","419.577",614238,270333,189656,"1.3210","904239471","0.0880","0.04200","9.000","6415110082",5221,"115.3000",29704,"8.190","0.985",386404,"19.528"
"2016-03-12","413.346",573967,241360,167869,"1.2810","692462712","0.0847","0.04130","10.000","6321485551",4497,"106.4730",28068,"7.678","0.947",341896,"19.544"
"2016-03-13","412.764",637882,243564,149670,"1.2960","624405966","0.0987","0.04130","10.827","6314071977",4462,"99.5110",28299,"7.550","1.066",367421,"19.608"
"2016-03-14","414.027",726138,282748,191189,"1.4220","868283522","0.0889","0.04140","9.474","6334764996",5245,"122.9930",28751,"8.446","1.070",402214,"19.634"
"2016-03-15","415.778",664115,289394,202265,"1.3670","1212965909","0.0882","0.04160","8.944","6363138186",6571,"124.6860",30661,"8.830","1.055",400044,"19.609"
"2016-03-16","415.443",668798,306024,211840,"1.2520","5445861378","0.0941","0.04220","9.474","6359689803",26255,"198.8750",33113,"8.190","1.248",388398,"19.607"
"2016-03-17","418.234",746679,306174,208178,"1.3090","3204973917","0.0931","0.04180","10.213","6404007385",16034,"152.8660",30033,"8.574","1.298",430484,"19.543"
"2016-03-18","413.077",739516,294075,205886,"1.2350","2019330396","0.0861","0.04130","10.588","6326489028",10505,"127.1450",25976,"8.190","1.247",390122,"19.426"
"2016-03-19","407.531",640008,263916,177342,"1.2520","812683511","0.0789","0.04080","10.588","6242939372",5025,"103.2560",27011,"7.678","1.001",359219,"19.424"
"2016-03-20","410.271",660621,269904,177997,"1.2870","666049437","0.0778","0.04100","9.863","6286306476",4079,"102.5270",22064,"7.550","0.917",358245,"19.420"
"2016-03-21","409.752",754196,280911,198867,"1.2750","710893561","0.0848","0.04100","10.360","6279846322",4199,"119.5730",25353,"7.934","1.171",383988,"19.346"
"2016-03-22","415.288",713965,298520,205060,"1.2990","794120270","0.0863","0.04150","9.730","6366132948",4519,"105.8380",25184,"8.702","1.140",415030,"19.300"
"2016-03-23","416.991",674711,273491,186659,"1.2970","709908420","0.0857","0.04170","9.664","6393782222",4609,"111.5360",23845,"7.934","1.020",340578,"19.418"
"2016-03-24","415.821",674037,275884,189947,"1.2430","819429184","0.0843","0.04160","9.796","6377403250",4998,"125.0470",22710,"7.934","1.038",383552,"19.779"
"2016-03-25","415.360",623933,257576,172163,"1.2660","756321517","0.0789","0.04150","9.863","6371859431",5094,"114.1830",22593,"7.806","0.889",359481,"19.765"
"2016-03-26","416.249",625212,239914,158896,"1.2990","543383944","0.0939","0.04160","9.412","6387015602",3933,"98.4500",20187,"7.550","0.929",418683,"19.988"
"2016-03-27","419.438",629374,243666,160125,"1.2020","657345438","0.0832","0.04190","10.213","6437540816",4587,"99.3310",19044,"7.934","0.893",348069,"19.877"
"2016-03-28","423.456",674450,278805,195910,"1.5000","727727230","0.0998","0.04230","8.471","6500713094",4501,"121.9830",23045,"8.318","1.075",458611,"19.963"
"2016-03-29","417.945",836367,289705,197252,"1.2040","688532071","0.1220","0.04180","9.172","6417874899",4513,"125.3420",31699,"8.446","1.452",528452,"19.656"
"2016-03-30","412.853",748824,284876,200881,"1.2070","681130814","0.0940","0.04130","9.796","6341308846",4169,"123.5550",35672,"8.702","1.231",436345,"19.663"
"2016-03-31","414.983",845109,279289,206352,"1.1890","702849230","0.0920","0.04150","11.613","6375548337",4396,"124.4530",24191,"8.062","1.455",374089,"19.647"
"2016-04-01","415.156",768344,298728,211769,"1.4150","745792573","0.1040","0.04150","9.412","6379492204",4269,"123.4340",24472,"7.782","1.373",404832,"19.579"
"2016-04-02","418.138",798776,269808,183364,"1.1590","636174074","0.1130","0.04180","10.360","6426917772",4003,"110.2220",21507,"7.510","1.410",417620,"19.582"
"2016-04-03","417.978",726970,270481,178287,"1.3120","564408947","0.1020","0.04180","10.141","6425916996",3653,"104.4530",21378,"7.446","1.214",400279,"19.546"
"2016-04-04","418.564",669604,300628,208763,"1.3090","698645900","0.0904","0.04190","8.675","6436410031",4267,"123.9730",24516,"7.846","1.075",417170,"19.464"
"2016-04-05","420.973",741596,295830,216021,"1.2610","700577042","0.0934","0.04210","9.290","6475195813",4392,"121.9120",26914,"7.966","1.223",411003,"19.466"
"2016-04-06","421.292",706354,303425,219133,"1.3190","729003161","0.1120","0.04210","9.172","6481739247",4602,"129.9690",23270,"8.102","1.468",418091,"19.456"
"2016-04-07","420.006",758160,292183,218324,"1.2180","825753776","0.0861","0.04200","10.360","6463604511",5308,"126.0650",23407,"8.102","1.272",387867,"19.430"
"2016-04-08","420.314",717973,285957,214047,"1.2850","735260833","0.0855","0.04200","10.000","6469804979",5350,"132.9150",24554,"7.838","1.196",374081,"19.397"
"2016-04-09","416.933",635182,268706,196279,"1.3250","677776060","0.0776","0.04170","8.889","6419251016",4769,"99.4670",19399,"7.710","0.895",379848,"19.399"
"2016-04-10","418.889",553217,267561,186781,"1.2720","610270067","0.0746","0.04190","8.324","6451074567",4506,"101.6920",19193,"8.046","0.764",348807,"19.408"
"2016-04-11","420.070",770888,295286,229887,"1.2450","659367895","0.0916","0.04200","9.412","6471073449",4691,"128.6250",23919,"8.630","1.294",423078,"19.386"
"2016-04-12","423.767",835597,318024,240058,"1.2600","919964293","0.0896","0.04240","9.730","6529643226",6212,"129.9960",23252,"8.110","1.354",467842,"19.356"
"2016-04-13","423.615",707182,306203,223342,"1.3260","952267040","0.0868","0.04240","8.780","6528865616",6097,"136.3260",23243,"7.710","1.104",432307,"19.401"
"2016-04-14","423.230",714189,305310,227764,"1.2740","805869657","0.0834","0.04230","8.780","6524674584",5502,"131.6610",24938,"7.846","1.083",421428,"19.318"
"2016-04-15","426.470",792496,286025,212039,"1.1030","884143010","0.0899","0.04260","10.360","6576377192",7690,"146.4280",27593,"7.974","1.270",379338,"19.264"
"2016-04-16","429.738",674649,259729,181866,"1.1950","1040045939","0.0806","0.04300","10.435","6628263203",7203,"107.3920",20857,"7.190","0.980",377708,"19.110"
"2016-04-17","427.826",659208,282922,192270,"1.2750","857769514","0.0763","0.04280","9.114","6600240192",5861,"113.7230",19395,"7.246","0.861",402557,"19.109"
"2016-04-18","427.315",837546,298954,220261,"1.1410","840392929","0.0918","0.04270","10.746","6594053523",7681,"128.2690",21989,"7.454","1.394",426792,"19.080"
"2016-04-19","428.717",749784,308771,226361,"1.2580","915868397","0.0824","0.04290","9.600","6617118749",7012,"133.0180",22642,"7.902","1.147",416218,"19.108"
"2016-04-20","436.562",696843,298051,216615,"1.3670","964275768","0.0871","0.04370","8.727","6739842686",8209,"134.0590",22973,"8.174","1.038",411908,"19.119"
"2016-04-21","443.215",731708,302938,212644,"1.1700","1130862864","0.0893","0.04430","9.536","6844381753",10483,"133.2130",23282,"8.838","1.122",415543,"19.069"
"2016-04-22","445.474",774829,288306,210833,"1.2770","1047685287","0.0902","0.04450","10.070","6880953660",11172,"137.1920",24241,"8.894","1.181",391327,"19.017"
"2016-04-23","445.852",654579,266608,185072,"1.2230","857657973","0.0799","0.04460","10.000","6888382990",8245,"103.6670",25236,"8.254","0.913",399410,"19.018"
"2016-04-24","452.604",727957,269400,183023,"1.2230","771265952","0.0823","0.04530","10.909","6994324237",5491,"97.8990",30727,"8.966","0.999",402357,"18.991"
"2016-04-25","457.376",874402,304689,217437,"1.2910","1041375335","0.0911","0.04570","11.339","7069582671",5714,"127.0100",28861,"9.493","1.346",444197,"18.865"
"2016-04-26","463.109",813097,338124,250593,"1.5130","1159092093","0.6240","0.04630","9.536","7159667369",5112,"126.8380",26206,"9.757","8.217",446772,"18.874"
"2016-04-27","458.712",875260,311692,239306,"1.1790","1018777076","0.0884","0.04590","11.163","7093422562",4757,"119.2870",28009,"8.646","1.410",424650,"18.847"
"2016-04-28","444.290",897397,297571,247822,"1.2970","1042424815","0.0890","0.04440","10.667","6871834139",4840,"111.5610",26142,"10.173","1.450",418528,"18.788"
"2016-04-29","449.257",812765,322420,261726,"1.3890","942003650","0.0857","0.04490","9.114","6950178394",4323,"100.9480",26067,"9.046","1.249",464315,"18.773"
"2016-04-30","451.828",757466,284748,215566,"1.2410","782214893","0.0857","0.04520","9.863","6991735540",3974,"94.8840",22785,"8.110","1.108",382726,"18.778"
"2016-05-01","449.954",625635,258379,191275,"1.2910","772130419","0.0812","0.04500","9.290","6964371929",4412,"83.6910",22113,"8.158","0.883",375655,"18.712"
"2016-05-02","446.236",751003,286365,223628,"1.3000","964214470","0.0901","0.04460","9.172","6908561835",4882,"126.2990",44092,"27.192","1.138",423025,"18.664"
"2016-05-03","446.352",778147,288409,235458,"1.2280","908510479","0.0851","0.04460","9.536","6912105048",4303,"133.8610",34902,"16.315","1.175",421903,"18.662"
"2016-05-04","446.988",706967,288032,233524,"1.3190","904027881","0.0903","0.04470","8.623","6923640850",4400,"140.9740",28567,"11.421","1.118",412465,"19.206"
"2016-05-05","446.657",704442,285108,229418,"1.2520","880230655","0.0862","0.04470","9.290","6920378736",4219,"129.0220",27508,"12.780","1.130",396794,"19.061"
"2016-05-06","451.464",685806,287516,233070,"1.3020","919355237","0.0862","0.04510","8.889","6996604354",4488,"126.8610",24738,"11.149","1.088",392060,"18.887"
"2016-05-07","457.988",646440,255838,201912,"1.2850","800165284","0.0853","0.04580","9.600","7099576897",4287,"120.6020",21334,"9.789","0.994",371632,"18.643"
"2016-05-08","457.595",578072,254712,188857,"1.3450","678869657","0.0842","0.04580","8.571","7095197765",3924,"114.2910",20478,"9.517","0.821",357682,"18.639"
"2016-05-09","458.102",638160,298442,226278,"1.2680","800566319","0.0819","0.04580","8.421","7104983971",4223,"130.8310",23092,"10.061","0.938",416018,"18.702"
"2016-05-10","454.748",726826,304755,245563,"1.2660","896691674","0.0891","0.04550","9.114","7054897110",4089,"137.4210",23402,"10.605","1.204",425757,"18.654"
"2016-05-11","452.584",812933,293713,234279,"1.0940","1036210701","0.0886","0.04530","10.827","7023112006",4843,"139.3320",21597,"8.973","1.362",409881,"18.561"
"2016-05-12","451.025",779911,286380,228270,"1.2130","946838203","0.0924","0.04510","10.360","7000424286",4529,"148.8580",22343,"9.245","1.328",413347,"18.569"
"2016-05-13","454.247",762611,290669,231994,"1.2180","1038481806","0.0932","0.04540","9.474","7052007375",5040,"153.7000",23638,"9.245","1.237",393696,"18.558"
"2016-05-14","455.025",812260,270237,211136,"1.1970","777516371","0.1030","0.04550","10.000","7065827064",4110,"116.0510",19355,"8.430","1.317",401833,"18.509"
"2016-05-15","455.975",777614,257651,200032,"1.1340","848145394","0.1040","0.04560","10.360","7082209847",4649,"133.1950",19527,"8.158","1.297",379361,"18.514"
"2016-05-16","455.809",906681,306878,239668,"1.2360","1079445374","0.1150","0.04560","10.213","7081222511",5107,"167.5410",21419,"8.702","1.689",447210,"18.523"
"2016-05-17","453.459",867850,297578,238485,"1.1330","1048162645","0.1110","0.04930","10.213","7046302964",5134,"155.7180",21242,"8.702","1.632",435799,"18.455"
"2016-05-18","453.949",873649,303354,234930,"1.2900","909649446","0.1130","0.04930","9.412","7055529799",4341,"135.8440",21130,"8.973","1.501",459724,"18.462"
"2016-05-19","449.494",955400,286434,219025,"1.0790","952749618","0.1130","0.05190","12.000","6987995887",5228,"140.8160",21055,"9.245","1.801",400946,"18.398"
"2016-05-20","441.529",781575,274483,209247,"1.1900","710545520","0.1090","0.05110","9.664","6865494387",4496,"132.3700",21015,"9.245","1.367",397298,"18.430"
"2016-05-21","442.068",891215,260801,191320,"1.1970","551523877","0.1310","0.04770","10.213","6875520657",3639,"113.5400",18208,"7.886","1.588",415312,"18.469"
"2016-05-22","441.268",603499,252107,184164,"1.2370","520670205","0.1040","0.04610","7.826","6864643117",3613,"107.3690",20846,"8.158","0.931",393300,"18.473"
"2016-05-23","441.669",646188,300753,222574,"1.1130","717658537","0.1090","0.04620","8.000","6872915875",4230,"130.1670",25025,"8.702","1.203",437689,"18.527"
"2016-05-24","445.089",849884,312870,246370,"1.1090","833836164","0.1080","0.04700","9.796","6928125675",4536,"118.2290",25558,"8.702","1.595",462383,"18.577"
"2016-05-25","448.097",870456,312886,247703,"1.1550","1245321409","0.1080","0.05180","10.435","6976604850",6038,"118.1980",25514,"8.973","1.707",450438,"18.747"
"2016-05-26","450.845",820396,291764,219956,"1.1250","1368033643","0.1140","0.05210","10.667","7020943606",7431,"139.3420",25096,"8.430","1.623",413798,"18.826"
"2016-05-27","472.112",948048,306728,215157,"1.2760","1724155190","0.1560","0.06400","10.360","7353714541",9042,"150.6040",22418,"9.517","2.001",456557,"19.088"
"2016-05-28","496.908",863282,281494,192921,"1.1770","1594980088","0.1350","0.06530","10.827","7741680588",9433,"138.1550",20785,"11.965","1.551",436334,"19.190"
"2016-05-29","522.366",679996,252561,178595,"1.3200","1090226164","0.1400","0.06490","9.796","8140045217",8006,"139.8380",21179,"12.780","1.290",369009,"19.381"
"2016-05-30","533.135",891660,297260,211224,"1.4570","904588186","0.1460","0.06190","10.000","8309822108",5666,"126.5560",23116,"12.780","1.583",492783,"19.673"
"2016-05-31","535.416",866937,292466,215122,"1.2150","1116769826","0.1300","0.06220","11.339","8347298190",6367,"151.8270",22168,"13.324","1.623",435775,"19.810"
"2016-06-01","532.201",839229,307193,234241,"1.5390","929754823","0.1280","0.06180","10.070","8298856934",5354,"121.6910",24322,"11.149","1.548",450917,"19.829"
"2016-06-02","534.594",826756,296969,230961,"1.2760","998839950","0.1350","0.06400","10.435","8338093998",5414,"116.8420",25664,"9.789","1.669",439406,"19.576"
"2016-06-03","551.979",832476,304099,234527,"1.4290","822002409","0.1290","0.06420","10.141","8611141989",4555,"130.0440",25989,"11.149","1.518",443089,"19.640"
"2016-06-04","571.159",840473,262486,196546,"1.2820","659106024","0.1350","0.06040","12.101","8912390886",4332,"126.4340",22507,"11.965","1.538",410980,"19.594"
"2016-06-05","573.875",611143,262657,189632,"1.7310","810825694","0.1340","0.06170","8.471","8956483388",5531,"129.0650",24256,"10.877","1.029",410251,"19.537"
"2016-06-06","580.536",705374,309392,221001,"1.4900","907538925","0.1370","0.06150","8.471","9062912616",5148,"148.0470",25168,"11.149","1.213",446221,"19.463"
"2016-06-07","579.599",803520,318170,230876,"1.3970","988193343","0.1320","0.06140","10.286","9050746887",5375,"147.7210",25479,"11.421","1.479",442725,"19.467"
"2016-06-08","574.524",802157,309831,229789,"1.4620","951443438","0.1260","0.06180","10.000","8973504802",5002,"148.8870",25213,"10.333","1.382",432718,"19.347"
"2016-06-09","574.280",720538,329488,236188,"1.5620","987039082","0.1290","0.06170","8.727","8971760175",5084,"160.8000",23455,"10.061","1.275",464860,"19.338"
"2016-06-10","573.047",822570,316057,228223,"1.4370","1103171341","0.1330","0.06150","10.000","8954865027",5771,"171.6540",23436,"9.789","1.447",456051,"19.453"
"2016-06-11","579.549",696038,290012,213003,"1.5420","913061730","0.1260","0.06030","9.231","9058554474",5144,"157.7530",20546,"10.605","1.173",414577,"19.426"
"2016-06-12","638.456",829965,294699,210565,"1.5920","1550049716","0.1590","0.06380","9.863","9981775022",8574,"157.6460",25917,"15.228","1.417",443702,"19.350"
"2016-06-13","686.885",915520,340273,251193,"1.8850","1569593051","0.1750","0.07390","8.944","10741437940",7529,"184.9230",27242,"18.491","1.563",501460,"19.274"
"2016-06-14","685.852",955117,328933,246697,"1.5600","1325293748","0.1920","0.10300","10.909","10728039297",6559,"171.5000",23970,"15.500","2.050",474058,"19.349"
"2016-06-15","682.671",917067,355138,259050,"1.9490","1277023446","0.2200","0.12200","9.474","10680537717",6113,"169.9740",24561,"13.596","2.148",497380,"19.289"
"2016-06-16","734.990",957621,358255,267721,"1.8570","1614440592","0.2260","0.11700","9.664","11501872798",7667,"209.8400",26795,"17.131","2.163",503551,"19.183"
"2016-06-17","744.823",930671,351130,253603,"1.9440","1605289556","0.2320","0.11900","9.664","11658519372",8138,"193.0310",26724,"16.587","2.075",509363,"19.120"
"2016-06-18","748.164",867645,320932,235159,"2.1190","1360150778","0.2250","0.12000","9.114","11713617009",7450,"159.0510",20862,"14.412","1.757",495933,"19.091"
"2016-06-19","753.295",723025,302078,218121,"1.9400","1189229337","0.2180","0.13600","8.136","11796923421",6932,"150.8660",20799,"13.596","1.408",443893,"19.040"
"2016-06-20","747.682",780210,341587,249170,"1.8620","1522315501","0.2300","0.13500","8.780","11712326841",7932,"192.1850",27198,"14.412","1.839",469212,"19.077"
"2016-06-21","681.946",914827,344972,248015,"1.6580","1548114419","0.2100","0.09620","9.664","10685379671",7825,"208.4640",27064,"15.500","2.008",518259,"19.169"
"2016-06-22","649.939",945561,327199,235512,"1.4690","1425769047","0.2180","0.11600","11.163","10186275903",7476,"233.7830",25119,"14.684","2.388",461509,"19.393"
"2016-06-23","588.926",919713,340175,241160,"1.4710","1537726813","0.1840","0.09400","10.286","9231949637",7707,"184.2950",24183,"14.412","2.107",496189,"19.276"
"2016-06-24","652.469",942594,335486,237496,"1.5910","1533267389","0.2040","0.11300","11.163","10230318989",7672,"216.6480",26403,"21.210","2.248",469900,"19.269"
"2016-06-25","669.287",792515,300669,206757,"1.7710","1072219711","0.1970","0.10700","8.889","10496178979",7024,"165.9750",20205,"14.956","1.485",491143,"19.225"
"2016-06-26","640.632",762149,277262,181202,"1.5040","859651597","0.1920","0.10000","9.863","10049382873",6426,"140.9970",20500,"12.237","1.467",453212,"19.227"
"2016-06-27","637.878",777125,288396,216882,"1.5340","1035725984","0.1820","0.09570","9.796","10008507423",6372,"162.6820",23913,"13.596","1.655",404257,"19.123"
"2016-06-28","647.563",759950,306081,212459,"1.5850","932141489","0.1780","0.08780","9.730","10162849953",5681,"161.8260",23816,"12.780","1.554",431494,"19.112"
"2016-06-29","633.786",764476,294078,223966,"1.5870","877645426","0.1750","0.08590","9.863","9948974840",5617,"183.7890",23872,"11.149","1.663",410086,"19.181"
"2016-06-30","651.127",797428,308116,231810,"1.5640","995713523","0.1760","0.08830","9.600","10223574118",5846,"195.1270",23132,"12.509","1.640",442083,"19.104"
"2016-07-01","674.251",749268,282202,205646,"1.5320","1061218002","0.1890","0.09060","9.290","10589176604",6712,"185.1500",23027,"11.832","1.468",449855,"19.103"
"2016-07-02","683.826",694734,261873,198726,"1.7220","1009740048","0.1820","0.09270","9.664","10742208270",7391,"186.9250",23595,"11.011","1.402",408449,"19.075"
"2016-07-03","673.449",614566,246744,176973,"1.6570","875462436","0.1730","0.08810","9.351","10581703695",6596,"152.1290",20287,"11.897","1.168",383963,"19.079"
"2016-07-04","668.624",739244,289733,213749,"1.6080","1242596531","0.1730","0.08520","9.536","10508455195",8120,"200.4730",21181,"10.772","1.441",441260,"19.049"
"2016-07-05","669.770",789077,285564,214814,"1.6970","1052637721","0.1740","0.08670","9.931","10528996251",6395,"181.3230",22046,"11.316","1.519",426264,"19.076"
"2016-07-06","670.711",797465,282272,214551,"1.5120","978686263","0.1740","0.08820","10.286","10546232361",6365,"170.9710",23770,"11.250","1.567",391335,"19.084"
"2016-07-07","640.923",821418,281849,215411,"1.4870","1391821840","0.1680","0.08540","10.511","10080075893",8465,"178.0180",23909,"11.968","1.624",390884,"19.117"
"2016-07-08","644.648",779762,271415,210556,"1.5850","1037900194","0.1750","0.08440","9.931","10140878193",7002,"184.7720",23469,"11.658","1.556",398382,"19.279"
"2016-07-09","649.595",657970,250182,185256,"1.3200","870245397","0.1660","0.08730","9.664","10221044765",6621,"140.0400",25041,"15.049","1.495",396352,"19.233"
"2016-07-10","645.327",585731,233709,162452,"0.7800","697759476","0.1530","0.08450","9.231","10155909026",6042,"128.6330",20364,"12.516","1.941",348927,"19.242"
"2016-07-11","646.330",793204,285819,217946,"0.7640","939261682","0.1700","0.08690","10.070","10172943711",6591,"201.3520",22699,"10.940","3.110",429180,"19.240"
"2016-07-12","653.631",775743,289119,218891,"0.7800","1021453097","0.1530","0.07840","10.070","10289039251",6905,"163.1460",22223,"11.011","2.785",392187,"19.240"
"2016-07-13","659.574",819940,282826,216374,"0.7390","935077735","0.1620","0.08860","11.163","10383763482",6865,"196.1250",22998,"10.701","3.195",362818,"19.302"
"2016-07-14","655.688",798355,281682,217554,"0.8490","829926530","0.1730","0.08550","10.213","10323646101",6316,"188.9380",21544,"10.087","3.161",398175,"19.347"
"2016-07-15","658.890",790134,282033,215946,"0.8240","1428560625","0.1690","0.08700","10.667","10375223239",10215,"216.6960",20434,"9.266","3.171",391889,"19.359"
"2016-07-16","660.703",688396,250710,182035,"0.8170","862870923","0.1840","0.08440","9.172","10404883846",7128,"165.4140",18987,"9.402","2.519",410103,"19.308"
"2016-07-17","667.464",709273,233619,170864,"0.7790","1031829938","0.1870","0.08590","9.664","10512671584",8022,"157.6080",19456,"9.881","2.508",371105,"19.225"
"2016-07-18","675.134",819013,285513,222687,"0.8050","949529710","0.1790","0.09150","9.730","10634722743",6891,"227.9950",21330,"9.266","3.096",424993,"19.234"
"2016-07-19","668.951",860706,282138,222018,"0.7540","982620651","0.1860","0.09070","11.250","10538561679",7646,"238.0240",23226,"10.293","3.724",395388,"19.171"
"2016-07-20","667.413",798701,289388,227279,"0.8530","994832093","0.1890","0.09050","9.600","10515412802",7209,"210.5150",22621,"9.473","3.312",397145,"19.233"
"2016-07-21","662.495",809190,277580,217473,"0.7890","934640906","0.1840","0.09070","10.827","10439159647",6719,"234.5710",20837,"8.957","3.509",413155,"19.241"
"2016-07-22","659.521",863906,285242,221275,"0.7770","985765634","0.1940","0.10400","11.163","10393391222",7212,"247.2830",20712,"9.060","3.888",406649,"19.300"
"2016-07-23","653.666",826219,254801,195665,"0.8310","735476332","0.2010","0.10300","10.992","10302181746",6123,"207.8000",18351,"8.718","3.539",395233,"19.299"
"2016-07-24","656.306",791469,247608,183766,"0.7650","901069996","0.1820","0.09350","11.613","10344863558",6616,"196.8260",18766,"8.718","3.182",373150,"19.364"
"2016-07-25","656.119",909912,304986,239584,"0.7950","782737114","0.1910","0.10400","10.992","10342929594",5283,"207.1070",22664,"9.266","4.086",442602,"19.321"
"2016-07-26","651.943",922964,306672,237544,"0.7990","1081556485","0.1940","0.10300","11.163","10278167804",6337,"229.0580",23499,"9.951","4.208",445910,"19.336"
"2016-07-27","652.979",921705,298171,235475,"0.8080","1156462939","0.2080","0.11300","11.250","10295562530",6971,"239.7520",21902,"10.293","4.475",427092,"19.307"
"2016-07-28","654.826",875161,300770,234727,"0.8300","1065131519","0.2000","0.10500","10.588","10325726358",6935,"231.0000",23727,"8.652","4.045",422943,"19.245"
"2016-07-29","655.218",822289,285739,231267,"0.8160","959699567","0.2050","0.11300","9.796","10333025242",6057,"261.9400",20354,"8.924","3.786",113337,"19.244"
"2016-07-30","655.252",870078,259026,199365,"0.7200","539162962","0.2160","0.12200","12.101","10334765682",6169,"237.8370",17310,"8.891","4.234",306460,"19.245"
"2016-07-31","636.085",794489,253688,192100,"0.8650","774259277","0.2400","0.12700","9.351","10033407872",6148,"210.8900",17590,"9.130","3.635",420832,"19.148"
"2016-08-01","620.444",814100,297435,224896,"0.7930","738715349","0.2020","0.11200","9.412","9787886474",4759,"209.3990",22021,"9.906","3.688",447337,"19.093"
"2016-08-02","595.245",859259,322032,250944,"0.7070","1511811162","0.1930","0.11900","9.351","9391485032",8385,"270.3470",27947,"11.764","4.059",470680,"19.126"
"2016-08-03","552.184",790970,313210,241616,"0.7540","838752182","0.1730","0.09900","8.675","8713151821",5732,"217.4490",33437,"20.639","3.521",447802,"19.035"
"2016-08-04","572.822",780660,300089,231682,"0.7200","1222587226","0.1720","0.10400","9.412","9040006079",7424,"209.2750",25150,"14.241","3.511",437325,"19.005"
"2016-08-05","573.026",700963,299098,228075,"0.7630","946683575","0.1870","0.09420","8.521","9044317298",5752,"186.6380",25115,"11.145","3.411",418707,"18.952"
"2016-08-06","575.443",619162,262990,195503,"0.7060","559429850","0.1760","0.07800","8.675","9083680326",4472,"178.3870",20484,"9.081","2.798",387108,"18.905"
"2016-08-07","589.396",768238,248428,192266,"0.7440","607206279","0.2050","0.10600","9.730","9305154715",5744,"207.6890",20769,"10.319","3.497",390587,"19.268"
"2016-08-08","589.032",839163,303025,235147,"0.7850","656253005","0.2170","0.11000","9.730","9300512555",4933,"182.9890",24232,"10.113","4.467",469541,"19.280"
"2016-08-09","586.113",880452,306931,231276,"0.6480","920698003","0.1880","0.11300","11.613","9255504750",5678,"205.0260",24435,"9.287","4.576",430639,"19.242"
"2016-08-10","589.594",834539,319379,244589,"0.7950","910509059","0.1820","0.11300","9.536","9311388536",5238,"175.2580",30224,"8.875","3.850",488493,"19.084"
"2016-08-11","592.190",860390,330506,254365,"0.8350","784485327","0.1860","0.11800","9.600","9353505372",5245,"177.6940",23497,"9.081","4.091",463192,"18.821"
"2016-08-12","586.987",805191,307572,232824,"0.7440","828930539","0.1780","0.10700","9.664","9272427365",4847,"215.4640",25008,"8.462","3.662",437955,"18.774"
"2016-08-13","586.740",665032,274992,214406,"0.7520","608757705","0.1720","0.09870","8.834","9269606268",5602,"210.0470",21026,"8.875","2.990",410826,"18.771"
"2016-08-14","576.272",639670,270190,200011,"0.7550","578163806","0.1780","0.10400","8.834","9105400877",4944,"196.6700",24566,"7.843","2.938",394563,"18.769"
"2016-08-15","569.003",809687,276740,202750,"0.6550","853818491","0.1920","0.10300","9.863","8991704085",5824,"212.7070",25180,"8.668","3.612",461779,"18.754"
"2016-08-16","571.996",919992,336091,254296,"0.6910","1048494190","0.1870","0.11200","10.667","9040057860",6221,"200.4470",23549,"8.462","4.695",493590,"18.751"
"2016-08-17","574.509",949718,322568,237880,"0.6720","807356243","0.1780","0.10400","11.707","9080745735",4826,"177.8380",22643,"9.287","4.578",466782,"18.726"
"2016-08-18","573.871",798776,320596,239387,"0.7570","972277893","0.1830","0.10400","9.351","9071543869",5576,"189.4540",20849,"8.875","3.823",429466,"18.708"
"2016-08-19","574.592",790719,318964,245941,"0.7150","856252373","0.1890","0.11500","9.351","9084044659",5549,"214.3310",18562,"8.668","4.031",425432,"18.692"
"2016-08-20","577.708",713966,287944,208069,"0.6730","911496553","0.1700","0.10700","9.290","9134415715",5856,"159.9950",14687,"7.843","3.065",453235,"18.546"
"2016-08-21","580.948",614827,262973,184741,"0.7050","556537103","0.1590","0.09660","8.834","9186763094",4204,"143.7260",14412,"8.049","2.428",385756,"18.526"
"2016-08-22","582.629",784796,311918,228215,"0.6830","947533423","0.1680","0.09900","9.114","9214533964",5062,"174.6720",18821,"9.081","3.225",459903,"18.531"
"2016-08-23","584.169",828889,315492,238874,"0.6630","1010822720","0.1650","0.10600","9.796","9240042736",5109,"167.6800",18812,"9.494","3.553",452155,"18.516"
"2016-08-24","580.740",756206,311175,234978,"0.7220","1043118540","0.1600","0.10500","9.474","9186878275",5262,"156.3850",19302,"9.287","3.291",466246,"18.616"
"2016-08-25","575.660",867973,305390,233879,"0.6130","990564004","0.1590","0.10700","11.077","9107605032",5246,"186.9580",20127,"8.668","3.826",401522,"18.614"
"2016-08-26","578.283",844329,303177,226635,"0.7020","989798943","0.1590","0.10500","10.909","9150048406",5336,"183.7980",19606,"8.462","3.649",414477,"18.618"
"2016-08-27","574.184",686820,270425,190954,"0.7430","676892144","0.1670","0.09080","10.000","9086137177",4398,"129.2490",15956,"8.668","2.992",410703,"18.617"
